Date,OPEN,HIGH,LOW,LAST_PRICE
11/29/2016 19:20,0.7483,0.7486,0.7482,0.7486
11/29/2016 19:25,0.7486,0.7488,0.7485,0.7487
11/29/2016 19:30,0.7487,0.7488,0.7484,0.7484
11/29/2016 19:35,0.7484,0.7487,0.7483,0.7484
11/29/2016 19:40,0.7484,0.7486,0.7483,0.7485
11/29/2016 19:45,0.7485,0.7485,0.7479,0.7479
11/29/2016 19:50,0.7479,0.7481,0.7478,0.7479
11/29/2016 19:55,0.7479,0.748,0.7476,0.7479
11/29/2016 20:00,0.7479,0.7479,0.7474,0.7476
11/29/2016 20:05,0.7476,0.7477,0.7471,0.7471
11/29/2016 20:10,0.7471,0.7472,0.7464,0.7467
11/29/2016 20:15,0.7467,0.7467,0.7465,0.7465
11/29/2016 20:20,0.7465,0.7466,0.7459,0.7464
11/29/2016 20:25,0.7464,0.7465,0.7462,0.7464
11/29/2016 20:30,0.7464,0.7467,0.7463,0.7467
11/29/2016 20:35,0.7467,0.7469,0.7466,0.7468
11/29/2016 20:40,0.7468,0.747,0.7468,0.747
11/29/2016 20:45,0.747,0.7471,0.7463,0.7464
11/29/2016 20:50,0.7464,0.7466,0.7458,0.7466
11/29/2016 20:55,0.7466,0.7466,0.746,0.7462
11/29/2016 21:00,0.7462,0.7463,0.7455,0.7458
11/29/2016 21:05,0.7458,0.746,0.7456,0.7456
11/29/2016 21:10,0.7456,0.746,0.7456,0.7459
11/29/2016 21:15,0.7459,0.7465,0.7458,0.7464
11/29/2016 21:20,0.7464,0.7465,0.7461,0.7463
11/29/2016 21:25,0.7463,0.7463,0.7461,0.7461
11/29/2016 21:30,0.7461,0.7466,0.7461,0.7465
11/29/2016 21:35,0.7465,0.7465,0.7461,0.7464
11/29/2016 21:40,0.7464,0.7466,0.7462,0.7466
11/29/2016 21:45,0.7466,0.7466,0.7465,0.7465
11/29/2016 21:50,0.7465,0.7469,0.7465,0.7469
11/29/2016 21:55,0.7469,0.747,0.7468,0.747
11/29/2016 22:00,0.747,0.7472,0.7469,0.747
11/29/2016 22:05,0.747,0.7473,0.7468,0.7468
11/29/2016 22:10,0.7468,0.7471,0.7468,0.7469
11/29/2016 22:15,0.7469,0.7469,0.7467,0.7467
11/29/2016 22:20,0.7467,0.7468,0.7465,0.7465
11/29/2016 22:25,0.7465,0.7466,0.7464,0.7465
11/29/2016 22:30,0.7465,0.7466,0.7463,0.7464
11/29/2016 22:35,0.7464,0.7464,0.7456,0.7456
11/29/2016 22:40,0.7456,0.7458,0.7456,0.7457
11/29/2016 22:45,0.7457,0.7461,0.7457,0.7461
11/29/2016 22:50,0.7461,0.7461,0.7459,0.7459
11/29/2016 22:55,0.7459,0.7459,0.7458,0.7458
11/29/2016 23:00,0.7458,0.7458,0.7455,0.7456
11/29/2016 23:05,0.7456,0.7458,0.7455,0.7456
11/29/2016 23:10,0.7456,0.7458,0.7456,0.7456
11/29/2016 23:15,0.7456,0.7458,0.7455,0.7455
11/29/2016 23:20,0.7455,0.7456,0.7452,0.7453
11/29/2016 23:25,0.7453,0.7455,0.7452,0.7453
11/29/2016 23:30,0.7453,0.7453,0.7445,0.7449
11/29/2016 23:35,0.7449,0.7451,0.7448,0.7451
11/29/2016 23:40,0.7451,0.7451,0.7442,0.7444
11/29/2016 23:45,0.7444,0.7445,0.7441,0.7443
11/29/2016 23:50,0.7443,0.7448,0.7443,0.7446
11/29/2016 23:55,0.7446,0.7452,0.7445,0.7451
11/30/2016 0:00,0.7451,0.7451,0.7446,0.7446
11/30/2016 0:05,0.7446,0.7447,0.7441,0.7442
11/30/2016 0:10,0.7442,0.7444,0.7438,0.7443
11/30/2016 0:15,0.7443,0.7444,0.7442,0.7443
11/30/2016 0:20,0.7443,0.7448,0.7443,0.7446
11/30/2016 0:25,0.7446,0.7448,0.7443,0.7444
11/30/2016 0:30,0.7444,0.7445,0.7433,0.7435
11/30/2016 0:35,0.7435,0.7442,0.7433,0.7441
11/30/2016 0:40,0.7441,0.7447,0.7438,0.7445
11/30/2016 0:45,0.7445,0.7448,0.7442,0.7448
11/30/2016 0:50,0.7448,0.7449,0.744,0.7448
11/30/2016 0:55,0.7448,0.7452,0.7441,0.7441
11/30/2016 1:00,0.7441,0.7449,0.744,0.7449
11/30/2016 1:05,0.7449,0.7451,0.7444,0.7445
11/30/2016 1:10,0.7445,0.7452,0.7445,0.7451
11/30/2016 1:15,0.7451,0.7457,0.7451,0.7455
11/30/2016 1:20,0.7455,0.7455,0.7449,0.7451
11/30/2016 1:25,0.7451,0.7453,0.7448,0.7452
11/30/2016 1:30,0.7452,0.7458,0.7449,0.7458
11/30/2016 1:35,0.7458,0.746,0.7457,0.7458
11/30/2016 1:40,0.7458,0.7458,0.7453,0.7454
11/30/2016 1:45,0.7454,0.7456,0.7447,0.7448
11/30/2016 1:50,0.7448,0.7457,0.7447,0.7456
11/30/2016 1:55,0.7456,0.7456,0.7447,0.7448
11/30/2016 2:00,0.7448,0.7453,0.7444,0.7447
11/30/2016 2:05,0.7447,0.746,0.7446,0.7459
11/30/2016 2:10,0.7459,0.7464,0.7459,0.7464
11/30/2016 2:15,0.7464,0.7469,0.7463,0.7467
11/30/2016 2:20,0.7467,0.7469,0.7464,0.7466
11/30/2016 2:25,0.7466,0.7469,0.7461,0.7462
11/30/2016 2:30,0.7462,0.7467,0.7462,0.7466
11/30/2016 2:35,0.7466,0.7473,0.7466,0.7473
11/30/2016 2:40,0.7473,0.7473,0.747,0.7473
11/30/2016 2:45,0.7473,0.7474,0.7471,0.7474
11/30/2016 2:50,0.7474,0.7477,0.7471,0.7473
11/30/2016 2:55,0.7473,0.7475,0.7463,0.7466
11/30/2016 3:00,0.7466,0.7469,0.7463,0.7463
11/30/2016 3:05,0.7463,0.7463,0.746,0.7461
11/30/2016 3:10,0.7461,0.7464,0.7459,0.7461
11/30/2016 3:15,0.7461,0.7464,0.7461,0.7463
11/30/2016 3:20,0.7463,0.7464,0.746,0.7462
11/30/2016 3:25,0.7462,0.7463,0.746,0.7461
11/30/2016 3:30,0.7461,0.7461,0.7456,0.7457
11/30/2016 3:35,0.7457,0.7462,0.7457,0.7462
11/30/2016 3:40,0.7462,0.7465,0.746,0.7463
11/30/2016 3:45,0.7463,0.7466,0.7461,0.7465
11/30/2016 3:50,0.7465,0.7468,0.7465,0.7466
11/30/2016 3:55,0.7466,0.7469,0.7464,0.7468
11/30/2016 4:00,0.7468,0.7474,0.7468,0.7473
11/30/2016 4:05,0.7473,0.7473,0.7468,0.7469
11/30/2016 4:10,0.7469,0.747,0.7467,0.7469
11/30/2016 4:15,0.7469,0.7473,0.7469,0.7473
11/30/2016 4:20,0.7473,0.7474,0.7471,0.7472
11/30/2016 4:25,0.7472,0.7479,0.7472,0.7476
11/30/2016 4:30,0.7476,0.7476,0.7471,0.7472
11/30/2016 4:35,0.7472,0.7474,0.7471,0.7473
11/30/2016 4:40,0.7473,0.7476,0.7473,0.7474
11/30/2016 4:45,0.7474,0.7478,0.7474,0.7477
11/30/2016 4:50,0.7477,0.7478,0.7476,0.7476
11/30/2016 4:55,0.7476,0.7477,0.7472,0.7472
11/30/2016 5:00,0.7472,0.7482,0.7472,0.7482
11/30/2016 5:05,0.7481,0.7483,0.7479,0.7483
11/30/2016,0.7483,0.7483,0.7479,0.7481
11/30/2016 5:15,0.7481,0.7482,0.748,0.7481
11/30/2016 5:20,0.7481,0.7481,0.7477,0.7478
11/30/2016 5:25,0.7478,0.7479,0.7477,0.7479
11/30/2016 5:30,0.7479,0.748,0.7478,0.7479
11/30/2016 5:35,0.7479,0.748,0.7479,0.7479
11/30/2016 5:40,0.7479,0.7479,0.7474,0.7478
11/30/2016 5:45,0.7478,0.7481,0.7477,0.748
11/30/2016 5:50,0.748,0.7482,0.7479,0.748
11/30/2016 5:55,0.748,0.7483,0.7479,0.7483
11/30/2016 6:00,0.7483,0.7484,0.7482,0.7483
11/30/2016 6:05,0.7483,0.7483,0.7482,0.7482
11/30/2016 6:10,0.7482,0.7483,0.7482,0.7482
11/30/2016 6:15,0.7482,0.7484,0.748,0.7481
11/30/2016 6:20,0.7481,0.7481,0.7479,0.748
11/30/2016 6:25,0.748,0.7482,0.7479,0.7482
11/30/2016 6:30,0.7482,0.7484,0.7481,0.7484
11/30/2016 6:35,0.7484,0.7485,0.7484,0.7485
11/30/2016 6:40,0.7485,0.7487,0.7485,0.7487
11/30/2016 6:45,0.7487,0.749,0.7487,0.7489
11/30/2016 6:50,0.7489,0.749,0.7488,0.749
11/30/2016 6:55,0.749,0.749,0.7488,0.7489
11/30/2016 7:00,0.7489,0.749,0.7487,0.7488
11/30/2016 7:05,0.7488,0.7488,0.7486,0.7487
11/30/2016 7:10,0.7487,0.7488,0.7485,0.7487
11/30/2016 7:15,0.7487,0.7487,0.7483,0.7485
11/30/2016 7:20,0.7485,0.7486,0.7484,0.7484
11/30/2016 7:25,0.7484,0.7486,0.7484,0.7485
11/30/2016 7:30,0.7485,0.7486,0.7484,0.7485
11/30/2016 7:35,0.7485,0.7485,0.7482,0.7482
11/30/2016 7:40,0.7483,0.7483,0.7482,0.7483
11/30/2016 7:45,0.7483,0.7483,0.7481,0.7481
11/30/2016 7:50,0.7481,0.7484,0.7481,0.7483
11/30/2016 7:55,0.7483,0.7484,0.7482,0.7483
11/30/2016 8:00,0.7483,0.7484,0.7483,0.7483
11/30/2016 8:05,0.7483,0.7486,0.7483,0.7486
11/30/2016 8:10,0.7486,0.7487,0.7485,0.7487
11/30/2016 8:15,0.7487,0.7487,0.7486,0.7487
11/30/2016 8:20,0.7487,0.7488,0.7487,0.7487
11/30/2016 8:25,0.7487,0.7489,0.7487,0.7488
11/30/2016 8:30,0.7488,0.7488,0.7486,0.7486
11/30/2016 8:35,0.7486,0.7487,0.7485,0.7487
11/30/2016 8:40,0.7487,0.7487,0.7485,0.7485
11/30/2016 8:45,0.7485,0.7485,0.7484,0.7485
11/30/2016 8:50,0.7485,0.7485,0.7483,0.7483
11/30/2016 8:55,0.7483,0.7484,0.7483,0.7484
11/30/2016 9:00,0.7484,0.7486,0.7481,0.7482
11/30/2016 9:05,0.7482,0.7483,0.7482,0.7482
11/30/2016 9:10,0.7482,0.7486,0.7482,0.7486
11/30/2016 9:15,0.7486,0.7486,0.7483,0.7484
11/30/2016 9:20,0.7484,0.7484,0.7483,0.7484
11/30/2016 9:25,0.7484,0.7484,0.7483,0.7484
11/30/2016 9:30,0.7484,0.7484,0.7481,0.7481
11/30/2016 9:35,0.7481,0.7481,0.7481,0.7481
11/30/2016 9:40,0.7481,0.7481,0.7481,0.7481
11/30/2016 9:45,0.7481,0.7482,0.7481,0.7482
11/30/2016 9:50,0.7482,0.7484,0.7481,0.7484
11/30/2016 9:55,0.7484,0.7487,0.7484,0.7487
11/30/2016 10:00,0.7487,0.7489,0.7483,0.7489
11/30/2016 10:05,0.7489,0.749,0.7487,0.7489
11/30/2016 10:10,0.7489,0.749,0.7486,0.7488
11/30/2016 10:15,0.7488,0.749,0.7487,0.7489
11/30/2016 10:20,0.7489,0.749,0.7489,0.749
11/30/2016 10:25,0.749,0.749,0.7487,0.7488
11/30/2016 10:30,0.7488,0.7488,0.7485,0.7486
11/30/2016 10:35,0.7486,0.7486,0.7485,0.7485
11/30/2016 10:40,0.7485,0.7486,0.7485,0.7486
11/30/2016 10:45,0.7486,0.7489,0.7485,0.7488
11/30/2016 10:50,0.7488,0.7489,0.7484,0.7484
11/30/2016 10:55,0.7484,0.7485,0.7483,0.7485
11/30/2016 11:00,0.7485,0.749,0.7484,0.749
11/30/2016 11:05,0.749,0.7493,0.7489,0.7493
11/30/2016 11:10,0.7493,0.7495,0.7492,0.7495
11/30/2016 11:15,0.7495,0.7497,0.7493,0.7493
11/30/2016 11:20,0.7493,0.7495,0.7492,0.7492
11/30/2016 11:25,0.7492,0.7496,0.749,0.7495
11/30/2016 11:30,0.7495,0.7495,0.7487,0.7488
11/30/2016 11:35,0.7488,0.7488,0.7484,0.7485
11/30/2016 11:40,0.7485,0.7485,0.7482,0.7483
11/30/2016 11:45,0.7483,0.7484,0.7482,0.7483
11/30/2016 11:50,0.7483,0.7485,0.7482,0.7484
11/30/2016 11:55,0.7484,0.7487,0.7484,0.7486
11/30/2016 12:00,0.7486,0.7486,0.7478,0.7479
11/30/2016 12:05,0.7479,0.7485,0.7478,0.7484
11/30/2016 12:10,0.7484,0.7485,0.7482,0.7483
11/30/2016 12:15,0.7483,0.7485,0.748,0.7482
11/30/2016 12:20,0.7482,0.7483,0.748,0.7481
11/30/2016 12:25,0.7481,0.7482,0.7477,0.7478
11/30/2016 12:30,0.7478,0.7479,0.7476,0.7479
11/30/2016 12:35,0.7479,0.7481,0.7478,0.748
11/30/2016 12:40,0.748,0.7484,0.748,0.7484
11/30/2016 12:45,0.7484,0.7487,0.7483,0.7486
11/30/2016 12:50,0.7486,0.7486,0.7482,0.7483
11/30/2016 12:55,0.7483,0.7485,0.7483,0.7485
11/30/2016 13:00,0.7485,0.749,0.7484,0.7488
11/30/2016 13:05,0.7488,0.7488,0.7485,0.7486
11/30/2016 13:10,0.7486,0.7487,0.7484,0.7485
11/30/2016 13:15,0.7485,0.7486,0.7483,0.7483
11/30/2016 13:20,0.7483,0.7488,0.7483,0.7487
11/30/2016 13:25,0.7487,0.7487,0.7485,0.7485
11/30/2016 13:30,0.7485,0.7485,0.7481,0.7481
11/30/2016 13:35,0.7481,0.7486,0.7481,0.7485
11/30/2016 13:40,0.7485,0.7486,0.7484,0.7484
11/30/2016 13:45,0.7484,0.7484,0.7481,0.7482
11/30/2016 13:50,0.7482,0.7483,0.748,0.7481
11/30/2016 13:55,0.7481,0.7482,0.7478,0.7479
11/30/2016 14:00,0.7479,0.7479,0.7474,0.7474
11/30/2016 14:05,0.7474,0.7475,0.7473,0.7473
11/30/2016 14:10,0.7473,0.7473,0.747,0.7472
11/30/2016 14:15,0.7472,0.7474,0.7466,0.7467
11/30/2016 14:20,0.7467,0.7468,0.7464,0.7464
11/30/2016 14:25,0.7465,0.7466,0.7463,0.7466
11/30/2016 14:30,0.7466,0.7469,0.7465,0.7468
11/30/2016 14:35,0.7468,0.7472,0.7466,0.7468
11/30/2016 14:40,0.7468,0.7471,0.7467,0.7469
11/30/2016 14:45,0.7469,0.7472,0.7469,0.747
11/30/2016 14:50,0.747,0.7471,0.7468,0.747
11/30/2016 14:55,0.747,0.7473,0.7468,0.7473
11/30/2016 15:00,0.7472,0.7474,0.7472,0.7473
11/30/2016 15:05,0.7473,0.7475,0.7473,0.7475
11/30/2016 15:10,0.7475,0.7475,0.747,0.7471
11/30/2016 15:15,0.7471,0.7472,0.7467,0.7467
11/30/2016 15:20,0.7467,0.7469,0.7463,0.7468
11/30/2016 15:25,0.7468,0.747,0.7467,0.747
11/30/2016 15:30,0.747,0.7472,0.7468,0.7469
11/30/2016 15:35,0.7469,0.7473,0.7469,0.7472
11/30/2016 15:40,0.7472,0.7473,0.7469,0.7472
11/30/2016 15:45,0.7472,0.7473,0.747,0.7472
11/30/2016 15:50,0.7472,0.7476,0.7472,0.7476
11/30/2016 15:55,0.7476,0.7476,0.7473,0.7474
11/30/2016 16:00,0.7474,0.7475,0.7472,0.7473
11/30/2016 16:05,0.7473,0.7474,0.7471,0.7474
11/30/2016 16:10,0.7474,0.7476,0.7473,0.7475
11/30/2016 16:15,0.7475,0.7476,0.7474,0.7476
11/30/2016 16:20,0.7476,0.7477,0.7474,0.7476
11/30/2016 16:25,0.7476,0.7479,0.7475,0.7477
11/30/2016 16:30,0.7477,0.7477,0.7474,0.7476
11/30/2016 16:35,0.7476,0.7476,0.7473,0.7474
11/30/2016 16:40,0.7474,0.7479,0.7473,0.7478
11/30/2016 16:45,0.7478,0.7479,0.7475,0.7476
11/30/2016 16:50,0.7476,0.7477,0.7476,0.7477
11/30/2016 16:55,0.7477,0.7477,0.7474,0.7475
11/30/2016 17:00,0.7475,0.7475,0.7472,0.7475
11/30/2016 17:05,0.7475,0.7476,0.7473,0.7476
11/30/2016 17:10,0.7476,0.7477,0.7475,0.7476
11/30/2016 17:15,0.7476,0.7478,0.7473,0.7474
11/30/2016 17:20,0.7474,0.7478,0.7474,0.7478
11/30/2016 17:25,0.7478,0.7478,0.7477,0.7477
11/30/2016 17:30,0.7477,0.7477,0.7476,0.7477
11/30/2016 17:35,0.7477,0.7479,0.7477,0.7479
11/30/2016 17:40,0.7479,0.7482,0.7478,0.7482
11/30/2016 17:45,0.7482,0.7482,0.7478,0.7479
11/30/2016 17:50,0.7479,0.748,0.7477,0.7477
11/30/2016 17:55,0.7477,0.7479,0.7477,0.7477
11/30/2016 18:00,0.7477,0.7478,0.7474,0.7478
11/30/2016 18:05,0.7478,0.7478,0.7475,0.7478
11/30/2016 18:10,0.7478,0.7485,0.7477,0.7484
11/30/2016 18:15,0.7484,0.7485,0.7479,0.7481
11/30/2016 18:20,0.7481,0.7484,0.748,0.7481
11/30/2016 18:25,0.7481,0.7484,0.748,0.7483
11/30/2016 18:30,0.7483,0.7484,0.7482,0.7483
11/30/2016 18:35,0.7483,0.7484,0.748,0.748
11/30/2016 18:40,0.748,0.7484,0.7479,0.7483
11/30/2016 18:45,0.7483,0.7485,0.7482,0.7482
11/30/2016 18:50,0.7482,0.7482,0.7479,0.748
11/30/2016 18:55,0.748,0.7481,0.7474,0.7477
11/30/2016 19:00,0.7477,0.748,0.7474,0.7476
11/30/2016 19:05,0.7476,0.7476,0.7473,0.7473
11/30/2016 19:10,0.7473,0.7476,0.7471,0.7476
11/30/2016 19:15,0.7476,0.7487,0.7474,0.7487
11/30/2016 19:20,0.7487,0.7488,0.7483,0.7485
11/30/2016 19:25,0.7485,0.7486,0.748,0.748
11/30/2016 19:30,0.748,0.748,0.7477,0.7478
11/30/2016 19:35,0.7478,0.7481,0.7476,0.748
11/30/2016 19:40,0.748,0.7488,0.748,0.7487
11/30/2016 19:45,0.7487,0.7489,0.7484,0.7485
11/30/2016 19:50,0.7485,0.7485,0.748,0.7483
11/30/2016 19:55,0.7483,0.7483,0.7475,0.7477
11/30/2016 20:00,0.7477,0.7479,0.7477,0.7478
11/30/2016 20:05,0.7478,0.748,0.7476,0.7476
11/30/2016 20:10,0.7476,0.7477,0.7473,0.7475
11/30/2016 20:15,0.7475,0.7476,0.7465,0.7466
11/30/2016 20:20,0.7467,0.7474,0.7465,0.7472
11/30/2016 20:25,0.7472,0.7472,0.7464,0.7465
11/30/2016 20:30,0.7465,0.7467,0.7463,0.7466
11/30/2016 20:35,0.7466,0.7467,0.7463,0.7463
11/30/2016 20:40,0.7463,0.7465,0.7461,0.7463
11/30/2016 20:45,0.7463,0.7463,0.7459,0.7462
11/30/2016 20:50,0.7462,0.7468,0.7462,0.7466
11/30/2016 20:55,0.7466,0.7467,0.7463,0.7465
11/30/2016 21:00,0.7465,0.7467,0.7464,0.7465
11/30/2016 21:05,0.7465,0.7466,0.7463,0.7464
11/30/2016 21:10,0.7464,0.7466,0.7463,0.7465
11/30/2016 21:15,0.7465,0.7468,0.7465,0.7467
11/30/2016 21:20,0.7467,0.7467,0.7463,0.7463
11/30/2016 21:25,0.7463,0.7463,0.7461,0.7462
11/30/2016 21:30,0.7462,0.7465,0.7459,0.7461
11/30/2016 21:35,0.7461,0.7462,0.7459,0.7459
11/30/2016 21:40,0.7459,0.7462,0.7459,0.746
11/30/2016 21:45,0.746,0.7464,0.7458,0.7463
11/30/2016 21:50,0.7463,0.7464,0.7461,0.7463
11/30/2016 21:55,0.7463,0.7463,0.7459,0.7461
11/30/2016 22:00,0.7461,0.7461,0.7453,0.7453
11/30/2016 22:05,0.7453,0.7459,0.7452,0.7457
11/30/2016 22:10,0.7457,0.746,0.7455,0.7459
11/30/2016 22:15,0.7458,0.7461,0.7458,0.7459
11/30/2016 22:20,0.7459,0.746,0.7458,0.7459
11/30/2016 22:25,0.7459,0.7462,0.7457,0.7458
11/30/2016 22:30,0.7458,0.7461,0.7457,0.746
11/30/2016 22:35,0.746,0.7461,0.7457,0.7459
11/30/2016 22:40,0.7459,0.7461,0.7457,0.7457
11/30/2016 22:45,0.7457,0.7458,0.7452,0.7454
11/30/2016 22:50,0.7454,0.7457,0.7453,0.7456
11/30/2016 22:55,0.7456,0.7456,0.7452,0.7454
11/30/2016 23:00,0.7454,0.7456,0.7453,0.7455
11/30/2016 23:05,0.7455,0.7457,0.7452,0.7454
11/30/2016 23:10,0.7454,0.7455,0.7443,0.7444
11/30/2016 23:15,0.7444,0.7445,0.7442,0.7443
11/30/2016 23:20,0.7443,0.7444,0.7438,0.7441
11/30/2016 23:25,0.7441,0.7442,0.7439,0.744
11/30/2016 23:30,0.744,0.7443,0.7439,0.7441
11/30/2016 23:35,0.7441,0.7442,0.7439,0.7441
11/30/2016 23:40,0.7441,0.7442,0.7439,0.744
11/30/2016 23:45,0.744,0.7444,0.7438,0.7441
11/30/2016 23:50,0.7441,0.7446,0.7441,0.7444
11/30/2016 23:55,0.7444,0.7447,0.7444,0.7445
42381,0.7445,0.7446,0.7441,0.7443
42381.00347,0.7443,0.7446,0.7443,0.7446
42381.00694,0.7446,0.7446,0.7438,0.7438
42381.01042,0.7438,0.7445,0.7436,0.7437
42381.01389,0.7437,0.7441,0.7436,0.7439
42381.01736,0.7439,0.7439,0.7434,0.7439
42381.02083,0.7439,0.7445,0.7436,0.7437
42381.02431,0.7437,0.745,0.7437,0.7448
42381.02778,0.7448,0.745,0.7444,0.7445
42381.03125,0.7445,0.7449,0.7443,0.7448
42381.03472,0.7448,0.7449,0.7447,0.7448
42381.03819,0.7448,0.745,0.7444,0.7444
42381.04167,0.7444,0.7448,0.7441,0.7443
42381.04514,0.7443,0.7444,0.743,0.7432
42381.04861,0.7431,0.7434,0.7426,0.7426
42381.05208,0.7426,0.7427,0.7418,0.7421
42381.05556,0.7421,0.7424,0.7416,0.7423
42381.05903,0.7423,0.7434,0.7423,0.7429
42381.0625,0.7429,0.7433,0.7427,0.7427
42381.06597,0.7427,0.7428,0.7424,0.7427
42381.06944,0.7427,0.7428,0.7418,0.742
42381.07292,0.742,0.7426,0.7418,0.7425
42381.07639,0.7425,0.7426,0.7421,0.7423
42381.07986,0.7423,0.7424,0.7418,0.7419
42381.08333,0.7418,0.742,0.7414,0.7414
42381.08681,0.7414,0.7416,0.7411,0.7411
42381.09028,0.7411,0.7418,0.7411,0.7414
42381.09375,0.7414,0.7418,0.7413,0.7416
42381.09722,0.7416,0.7419,0.7414,0.7416
42381.10069,0.7416,0.7416,0.7409,0.7413
42381.10417,0.7413,0.7417,0.7412,0.7416
42381.10764,0.7416,0.7422,0.7409,0.7411
42381.11111,0.7411,0.7418,0.7411,0.7414
42381.11458,0.7414,0.7414,0.7404,0.7407
42381.11806,0.7407,0.7407,0.7396,0.74
42381.12153,0.74,0.7403,0.7387,0.7387
42381.125,0.7387,0.739,0.738,0.7384
42381.12847,0.7384,0.7385,0.7376,0.7379
42381.13194,0.7379,0.7387,0.7378,0.7384
42381.13542,0.7384,0.7384,0.7374,0.7376
42381.13889,0.7376,0.7384,0.7375,0.7379
42381.14236,0.7379,0.7383,0.7374,0.7381
42381.14583,0.7381,0.7383,0.7376,0.7379
42381.14931,0.7379,0.7383,0.7376,0.7381
42381.15278,0.7381,0.7384,0.7381,0.7383
42381.15625,0.7383,0.7388,0.7383,0.7387
42381.15972,0.7387,0.7393,0.7386,0.7392
42381.16319,0.7392,0.7392,0.7386,0.7386
42381.16667,0.7386,0.7392,0.7386,0.7386
42381.17014,0.7386,0.7392,0.7386,0.7388
42381.17361,0.7388,0.7392,0.7387,0.7389
42381.17708,0.7389,0.739,0.7384,0.7386
42381.18056,0.7386,0.7387,0.7383,0.7387
42381.18403,0.7387,0.7388,0.7384,0.7386
42381.1875,0.7386,0.7392,0.7386,0.7391
42381.19097,0.7391,0.7391,0.7388,0.7389
42381.19444,0.7389,0.7393,0.7389,0.7391
42381.19792,0.7391,0.7392,0.7389,0.7391
42381.20139,0.7391,0.7394,0.739,0.7394
42381.20486,0.7394,0.7394,0.7393,0.7394
42381.20833,0.7393,0.7394,0.7389,0.739
42381.21181,0.739,0.739,0.7386,0.7387
42381,0.7387,0.7388,0.7386,0.7387
42381.21875,0.7387,0.739,0.7386,0.7389
42381.22222,0.7389,0.7389,0.7387,0.7388
42381.22569,0.7388,0.7392,0.7388,0.7391
42381.22917,0.7391,0.7392,0.7391,0.7392
42381.23264,0.7392,0.7394,0.7392,0.7394
42381.23611,0.7394,0.7395,0.7393,0.7393
42381.23958,0.7393,0.7394,0.7391,0.7391
42381.24306,0.7391,0.7393,0.7391,0.7393
42381.24653,0.7393,0.7395,0.7393,0.7394
42381.25,0.7394,0.7395,0.7393,0.7394
42381.25347,0.7394,0.7396,0.7393,0.7396
42381.25694,0.7396,0.7396,0.7393,0.7393
42381.26042,0.7393,0.7395,0.7393,0.7394
42381.26389,0.7394,0.7395,0.7392,0.7394
42381.26736,0.7394,0.7394,0.739,0.739
42381.27083,0.739,0.7393,0.739,0.7393
42381.27431,0.7393,0.7394,0.7392,0.7394
42381.27778,0.7394,0.7394,0.7391,0.7392
42381.28125,0.7392,0.7393,0.7391,0.7393
42381.28472,0.7393,0.7394,0.7392,0.7394
42381.28819,0.7394,0.7394,0.7388,0.739
42381.29167,0.739,0.7393,0.7388,0.7392
42381.29514,0.7392,0.7392,0.7389,0.739
42381.29861,0.739,0.7391,0.7388,0.7389
42381.30208,0.7389,0.7391,0.7388,0.739
42381.30556,0.739,0.739,0.7388,0.7388
42381.30903,0.7388,0.739,0.7388,0.7389
42381.3125,0.7389,0.7391,0.7389,0.7389
42381.31597,0.7389,0.739,0.7387,0.7389
42381.31944,0.7389,0.739,0.7389,0.739
42381.32292,0.739,0.739,0.7389,0.7389
42381.32639,0.7389,0.7389,0.7387,0.7387
42381.32986,0.7387,0.7388,0.7382,0.7382
42381.33333,0.7382,0.7383,0.7381,0.7382
42381.33681,0.7382,0.7384,0.7382,0.7382
42381.34028,0.7382,0.7383,0.7382,0.7382
42381.34375,0.7382,0.7383,0.7382,0.7383
42381.34722,0.7383,0.7386,0.7383,0.7385
42381.35069,0.7385,0.7388,0.7385,0.7387
42381.35417,0.7387,0.7387,0.7386,0.7386
42381.35764,0.7386,0.7387,0.7383,0.7384
42381.36111,0.7384,0.7386,0.7382,0.7383
42381.36458,0.7383,0.7384,0.7382,0.7382
42381.36806,0.7382,0.7384,0.7382,0.7382
42381.37153,0.7382,0.7385,0.7382,0.7385
42381.375,0.7385,0.7385,0.7381,0.7382
42381.37847,0.7382,0.7383,0.7377,0.7379
42381.38194,0.7379,0.7383,0.7379,0.7383
42381.38542,0.7383,0.7387,0.7383,0.7387
42381.38889,0.7387,0.7387,0.7382,0.7384
42381.39236,0.7384,0.7386,0.7383,0.7385
42381.39583,0.7385,0.7388,0.7385,0.7388
42381.39931,0.7388,0.7388,0.7387,0.7388
42381.40278,0.7388,0.7388,0.7386,0.7387
42381.40625,0.7387,0.7388,0.7386,0.7387
42381.40972,0.7387,0.7388,0.7387,0.7387
42381.41319,0.7387,0.7392,0.7387,0.7388
42381.41667,0.7388,0.7389,0.7385,0.7387
42381.42014,0.7387,0.7388,0.7387,0.7388
42381.42361,0.7388,0.7388,0.7385,0.7388
42381.42708,0.7388,0.7392,0.7388,0.7392
42381.43056,0.7392,0.7395,0.7391,0.7395
42381.43403,0.7395,0.7397,0.7394,0.7396
42381.4375,0.7396,0.7396,0.7393,0.7395
42381.44097,0.7395,0.7397,0.7394,0.7394
42381.44444,0.7394,0.7395,0.7389,0.7391
42381.44792,0.7391,0.7393,0.7385,0.7386
42381.45139,0.7386,0.739,0.7384,0.7389
42381.45486,0.7389,0.739,0.7387,0.7387
